,cleaned_tweets,nilai,sentimen
13692,di jawabarat depok dan sekitarnya punya aplikasi pikobar tentang semua kegiatan dan informasi wilayah jabar termasuk informasi mengenai penanganan covid dan lain-lain saya yang sementara ini berada di wilayah tangsel bisa dapat informasi dimana,3,positif
13693,cegah corona satpol pulang pergi depok imbau pelajar tidak keluyuran di tempat keramaian,-5,negatif
13694,ckckck tooong sekolah libur antisipasi penularan covid bocah bocah depok bahkan main di warung internet,10,positif
13695,kapan data odp pdp dan positif covid per kecamatan atau kelurahan di depok kalau tidak tahu data per kelurahan atau kecamatan bagaimana pada mau waspada dan peduli untuk berdiam di rumah,11,positif
13696,sekolah libur antisipasi penularan covid bocah bocah depok bahkan main di warung internet,10,positif
13697,cek fakta tersiar kabar hentikan pelayanan buntut virus corona pemerintah kota depok usir warga secara membabi buta di disdukcapil simak faktanya,-9,negatif
13698,update corona covid depok maret kasus positif,1,netral
13699,kok arogan itu walikota depok memangnya rakyat kecil bisa positif covid kalau mau bikin dagelan mbokya belajar dulu cara bikin humor yang lucu,4,positif
13700,antisipasi penyebaran corona warga depok diminta patuhi larangan ibadah secara massal,6,positif
13701,usai tetapkan status darurat bencana virus corona pemerintah kota depok anggarkan rp miliar,-2,negatif
13702,untuk haloo teman hindia q jaga kesehatan selalu karena corona depok sama lebak bulus deketan lantjar online class brow semoga kita bisa menjadi teman baik yah,4,positif
13703,tidak nomor banyak corona di depok hahaha,-3,negatif
13704,sosialisasi cegah corona di kota depok,0,netral
13705,anjing milik warga tertular corona mati anjing depok walikotanya lucu,-5,negatif
13706,kakak yang tidak tahu diri me bang di depok ramai virus corona kade kalau cari makan atau tidak sini di gofood in adik we him,-13,negatif
13707,untuk saat ini ada tiga kluster penularan covid yaitu balita yang pulang dari kota depok dari dosen di ugm dan pasien yang pulang usai mengikuti kegiatan di bogor kata wakil wali kota yogyakarta heroe poerwadi di yogyakarta jumat,-5,negatif
13708,saya lbh tertarik dengan ucapan rk tidak ada bukti virus corona ada di depok artinya ke orang yang sembuh memang tidak terkena virus,-4,negatif
13709,keempat kepala daerah di jabar yang dites corona hari ini adalah wali kota bandung wali kota bekasi wali kota depok dan bupati bogor,-7,negatif
13710,cegah corona forkopimda dan tokoh agama depok larang sementara ibadah berjamaah,-5,negatif
13711,walikota bogor bima arya positif terinfeksi virus korona wali kota bandung depok bekasi dan bupati bogor dites corona,-1,netral
13712,ini depok sama bogor kapan mengadakan tes corona untuk warganya bogor sudah ada yang meninggal karena virus corona bapak bima juga sdah positif terkena virus corona,-3,negatif
13713,kinerja pemerintah pusat dan daerah dalam menangani pandemi covid depok news,1,netral
13714,orang dalam cluster covid depok ntah tinggal di saya atau bagaimana insist kerja dari awal ketahuan cluster depok nularin ke ibunya ibunya meninggal i mean by god,-7,negatif
13715,duhileh ati rang tua banyak yang mati kena corona sakit hati bukan warga jakarta juga tiap hari nyosor saja soal jakarta noh jabar juga banyak bekasi depok bogor pada pulang pergi kerja dijakarta ati anda salah satu diantara yang kena virus,-25,negatif
13716,bekasi belum ada twitter khusus perkembangan covid seperti jabar depok dki jakarta jateng,7,positif
13717,pemerintah kota depok keluarkan surat edaran lockdown antisipasi penyebaran virus corona warta kota,-8,negatif
13718,untuk saat ini ada tiga kluster penularan covid yaitu balita yang pulang dari kota depok dari dosen di ugm dan pasien yang pulang usai mengikuti kegiatan di bogor kata wakil wali kota yogyakarta heroe poerwadi,-7,negatif
13719,sangat sedih mendengar jumatan di beberapa lokasi di depok tidak ada terutama di sekitar kos tempat tinggal saya semoga wabah corona cepat berlalu stay safe untuk semuanya cuci tangan selalu,-12,negatif
13720,padahal banyak lahan di depok huh bagaimana kalau covid sudah nyampe indonesia timur,4,positif
13721,jangan lupa bahagia tiga warga depok berbagi cerita sembuh dari corona,6,positif
13722,mendengarkan pengajian emak pak kyai bilang tidak perlu khawatir sama corona pokok kita ikuti himbauan pemerintah berdoa jaga kebersihan kalau orang desa sini jangankan dari luar negeri dari ibukota saja jarang kerjaan cuma disawah desa tapi saya eks warga depok kamu,-10,negatif
13723,alhamdulillah balita yang kena corona usai dari depok kini dinyatakan sembuh,3,positif
13724,setelah bima arya positif corona giliran wali kota depok jalani tes covid,3,positif
13725,kantor saya masih masuk sampai saat ini tapi tiba tiba bos saya bicara ki apa kamu wfh saja yaa rizki th otsc orang terpitenah suspect corona gegara rumah di depok naik krl dan sempat radang tapi masih ketawa ketiwi di kantor,-2,negatif
13726,darurat bencana virus corona wali kota depok imbau warga tidak salat jumat di masjid selama dua pekan mulai hari ini,1,netral
13727,walikota depok tidak bikin lagu lagi kemarin buat ngatasin macet mana tahu sekarang lagunya buat ngatasin corona,-1,netral
13728,pemerintah kota depok sisir kebutuhan anggaran kesiapan darurat bencana virus corona dari pengadaan apd hingga disinfektan,-4,negatif
13729,kronologis satu keluarga depok terjangkit covid,6,positif
13730,di tengah darurat bencana virus corona pemerintah kota depok ajukan bantuan rp miliar ke pemerintah provinsi jawa barat,-2,negatif
13731,kalau susah lockdown dki mestinya lockdown kota depok bogor dan bekasi saja sudah signifikan mengurangi penambahan pasien positif corona di jabodetabek,0,netral
13732,sholat jum at minggu pertama setelah covid diumumkan di indonesia menit setelah adzan langsung sholat jum at dan tidak sampai jam wib sudah selesai sebagai informasi karpet masjid semuanya ditarik dan beralaskan lantai kebijakan yang tepat di masjid asy syuhada cisalak depok,13,positif
13733,wali kota depok muhammad idris meminta masjid untuk meniadakan salat jumat di wilayahnya imbauan tersebut sebagai bagian dari pencegahan virus korona,3,positif
13734,masjid dekat rumah juga masih ngadain ini padahal sudah ada edaran dari gubernur jabar dan walikota depok depok domisili pertama positif covid dan berjarak beberapa kamu saja dari jakarta sebagai jumlah positif covid terbanyak saat ini,4,positif
13735,"corona lagi on the way, sedang di jalan depok",-4,negatif
13736,penanganan covid kota depok,-1,netral
13737,pmi depok gencar semprotkan disinfektan cegah penyebaran covid antara news jawa barat,1,netral
13738,di tengah wabah corona warga perumnas depok jaya sptnya dihadapain sama masalah gas rumah tangga yang tidak kelar gali lagi lagi bocor lagi lagi lagi pemkotnya santai saja kayaknya,-32,negatif
13739,semenjak ada orang depok diumumkan ada pasien positif korona pertama di indonesia kantor yang memang berlokasi di depok sbnrnya masih berjalan cukup kondusif mulai dari pengecekan suhu tubuh dan pembagian masker,0,netral
13740,seperti kemarin waktu positif corona mau muncul di depok dia bisa ingetin wilayah selatan dari situ kan jadi pada hindarin selatan begitu maksudnya,-3,negatif
13741,nang fib pas awal depok mulai kena korona bahkan dilarang bawa sajadah beneran beralas lantai soale sajadah pribadi kita justru yang paling mungkin bawa virus virus bakteri apapun,-3,negatif
13742,hukum shalat jum at di tengah wabah virus corona atau covid baik di zona merah wabah zona kuning dengan rincian hukumnya oleh mualim asnawi ridwan ketua komisi fatwa mui depok untuk lengkapnya silahkan simak video,8,positif
13743,unit binmas polsek depok timur memasang himbauan himbauan terkait merebaknya virus covid diantaranya himbauan untuk selalu menjaga kebersihan lingkungan etika batuk dan bersin di tempat umum serta biasakan mencuci tangan dengan baik dan benar,-6,negatif
13744,upaya sosialisasi pemerintah kota depok hadapi covid,0,netral
13745,cegah sebaran covid pmi depok semprotkan disinfektan ke fasilitas publik,0,netral
13746,yang kuning kuning itu bukan itu lucky romance sudah lama tapi saya tidak nonton kemarin dia mau main ke ui depok tapi kata saya lebih baik di rumah saja kakak takut corona,-25,negatif
13747,pemerintah kota depok imbau perangkat daerah buat anggaran biaya penanganan pandemi virus corona,-4,negatif
13748,satu hari setelah presiden joko widodo mengumumkan dua orang positif terjangkit virus corona komunitas sekolah relawan asal depok langsung menunjukkan aksi solidaritasnya dengan membagikan masker dan hand sanitizer secara gratis di stasiun depok,25,positif
13749,cegah penyebaran corona walikota depok larang acara keagamaan masal termasuk sholat jumat depok news,3,positif
13750,ketua gugus penanganan covid sholat jumat di masjid balai kota depok ditiadakan depok news,3,positif
13751,pmi depok lakukan penyemprotan disinfektan cegah penyebaran covid lewat,3,positif
13752,sebagai salah satu upaya cara memutus penyebaran virus covid mengimbau untuk melakukan social distancing rumah sakit,-7,negatif
13753,antisipasi corona rumah tahanan kelas i depok berlakukan lockdown,2,netral
13754,depok kebal corona walau dompet tipis koroner,-4,negatif
13755,cegah penyebaran corona walikota depok larang acara keagamaan masal termasuk sholat jumat,2,netral
13756,hardiono ajak warga depok berjuang bersama lawan covid,4,positif
13757,ketua gugus penanganan covid sholat jumat di masjid balai kota depok ditiadakan,2,netral
13758,kisah pasien asal depok usai dinyatakan sembuh covid,6,positif
13759,pernyataan kesepakatan bersama percepatan penanganan covid di kota depok dalam kegiatan keagamaan,11,positif
13760,kita dukung gubernur jakarta pak tidak kayak gubernur jawa barat gara warganya orang depok yang kena corona sampai nyebar ke jakarta,-15,negatif
13761,depok sudah kena corona males,-5,negatif
13762,inilah kisah tiga pasien asal depok sembuh dari virus corona meski belum ada vaksin berita trans,1,netral
13763,nanti habis beres covid saya ke depok yakk,-2,negatif
13764,kronologis satu keluarga depok terjangkit dari covid,3,positif
13765,antisipasi penyebaran corona pemerintah kota depok keluarkan surat edaran terkait sholat berjamaah di masjid depok news,2,netral
13766,pola pikir positif sehingga pasien covid asal depok sembuh,11,positif
13767,antisipasi penyebaran corona pemerintah kota depok keluarkan surat edaran terkait sholat berjamaah di masjid,1,netral
13768,maka dinas kesehatan menghimbau kepada seluruh warga kota depok yang ingin melakukan kunjungan ke puskesmas selama wabah covid agar mengikuti aturan berikut,-12,negatif
13769,kesaksian pasien warga depok awal mula terpapar positif corona,2,netral
13770,salah satu pdp covid di sulsel ternyata mahasiswi di salah satu kampus daerah depok well,-3,negatif
13771,halo untuk mengantisipasi covid ayo kita lihat sejenak himbauan walikota depok pada link berikut ini pastikan untuk selalu mencuci tangan dan menjaga kebersihan diri kalian,8,positif
13772,nang o depok terus ajak en wong seng kenek korona nang malang sederhana tapi mematikan,-11,negatif
13773,ajaib tiga pasien virus corona alias covid asal kota depok jawa barat dipastikan telah sembuh dari virus mematikan tersebut,-3,negatif
13774,after corona outbreak dan kalau tidak pulang lagi lebaran nanti juga tidak apa-apa tapi jangan ke jogja juga nanti aku jadi ingin ke depok j sudah kita disini saja atau menginap di hotel dekat sini,-17,negatif
13775,kita tidak pernah tahu bisa saja diantara daftar pasien di dki jakarta tersebut ternyata sebagian adalah pasien dari depok jadi jangan tenang tenang saja mentang mentang depok tidak tertulis pada data kota dan jumlah pasien covid di atas,-23,negatif
13776,untuk yang tinggal di kota depok tetap di rumah jangan terlalu berani jumlah penderita di kota depok tidak tertulis dibawah situ karena tidak ada rumah sakit yang ditunjuk untuk menangani pasien covid di depok akan dirujuk ke rumah sakit rujujan di jakarta,-23,negatif
13777,kalau mencari korona sini ke depok,-5,negatif
13778,indonesia dimulai dari depok sedang terkena musibah wabah covid pemerintah jangan buang waktu tenaga biaya bikin acara panggung duta apapun dari musibah seriuslah sudah banyak korbannya bertindaklah seperti seharusnya pemimpin yang dewasa bertanggung jawab,-18,negatif
13779,tenaga kesehatan rumah sakit yang merawat kasus positif covid pertama seluruhnya sehat jakarta sebanyak orang staf rs mitra keluarga depok yang merawat kasus positif covid pertama dan kedua telah selesai melaksanakan proses karantina selama hari seluruhnya,-6,negatif
13780,cegah penyebaran covid jam pelayanan disdukcapil kota depok dirubah,3,positif
13781,karantina di natuna tapi penduduk natuna belum ada yang kena corona begitu yang dari natuna ke depok muncul di depok diduga orang sudah kebal corona tapi membawa virus depok ada sesegera mungkin ac sudah menyebar virus,-3,negatif
13782,depok hadir plis jangan bilang corona,-2,negatif
13783,pemerintah kota depok mengimbau warganya untuk melaksanakan ibadah di rumah masing masing hal itu untuk mencegah penyebaran virus corona covid,-6,negatif
13784,hari ini laz al azhar melakukan alert action covid di kampus rumah gemilang indonesia rgi depok jawa barat sebagai upaya menekan dampak dari penyebaran virus yang sedang mewabah,-14,negatif
13785,kemarin maret bikin senam pkm sukmajaya namun kini tetapkan status darurat bencana depok sisir anggaran penanganan covid,-1,netral
13786,pasien covid asal depok tenangkan diri dengan melukis hingga sembuh,2,netral
13787,ayo mbul segera kamu menyumbangkan bantuan dengan menjual koleksi kerismu perkebunan palawijamu memberi gaji tunjanganmu menjadikan rumahmu aset bangunanmu di depok bogor bandung sebagai tempat karantina korban virus corona waktunya congormu bertanggung jawab,-4,negatif
